source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[developmental stage]
Evosep_WLBSC_530_030224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_530_030224	1	1	run 490	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_530_030224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_531_030224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_531_030224	1	1	run 491	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_531_030224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_532_030224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_532_030224	1	1	run 492	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_532_030224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_533_030224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_533_030224	1	1	run 493	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_533_030224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_534_030224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_534_030224	1	1	run 494	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_534_030224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_535_030224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_535_030224	1	1	run 495	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_535_030224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_536_030224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_536_030224	1	1	run 496	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_536_030224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_537_030224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_537_030224	1	1	run 497	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_537_030224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_538_030224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_538_030224	1	1	run 498	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_538_030224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_540_030224	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_540_030224	1	1	run 499	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_540_030224.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_541_030324	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_541_030324	1	1	run 500	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_541_030324.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_542_030324	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_542_030324	1	1	run 501	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_542_030324.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_543_030324	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_543_030324	1	1	run 502	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_543_030324.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_544_030324	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_544_030324	1	1	run 503	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_544_030324.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_547_030324	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_547_030324	1	1	run 504	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_547_030324.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_548_030324	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_548_030324	1	1	run 505	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_548_030324.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_549_030324	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_549_030324	1	1	run 506	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_549_030324.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_550_030324	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_550_030324	1	1	run 507	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_550_030324.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_551_030324	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_551_030324	1	1	run 508	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_551_030324.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_552_030324	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_552_030324	1	1	run 509	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_552_030324.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_553_030324	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_553_030324	1	1	run 510	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_553_030324.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_554_030324	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_554_030324	1	1	run 511	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_554_030324.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_555_030324	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_555_030324	1	1	run 512	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_555_030324.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
Evosep_WLBSC_556_030324	NT=Homo sapiens;AC=NCBITaxon:9606	NT=telencephalon;AC=UBERON:0001893	not available	NT=normal;AC=PATO:0000461	not available	not available	not available	NT=fetal stage;AC=HsapDv:0000037	not available	NT=single cell;AC=PRIDE:0000897	FACS	Evosep_WLBSC_556_030324	1	1	run 513	proteomic profiling by mass spectrometry	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	Data-independent acquisition	not available	5 ppm	10 ppm	not available	not available	not available	not available	WLBSC	1	1	Evosep_WLBSC_556_030324.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=fetal stage;AC=HsapDv:0000037
