source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biorepository]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[passage number]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms min charge]	comment[ms max charge]	comment[sample preparation batch]	comment[acquisition date]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]
Jurkat_500nL_1ng_CH2_B3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_B3	1	15	Jurkat_500nL_1ng_CH2_B3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-12	1	1	Jurkat_500nL_1ng_CH2_B3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH2_B5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_B5	1	16	Jurkat_500nL_1ng_CH2_B5	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-12	1	1	Jurkat_500nL_1ng_CH2_B5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH2_C4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_C4	1	17	Jurkat_500nL_1ng_CH2_C4	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-12	1	1	Jurkat_500nL_1ng_CH2_C4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH2_E4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_E4	1	18	Jurkat_500nL_1ng_CH2_E4	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-12	1	1	Jurkat_500nL_1ng_CH2_E4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH2_E6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_E6	1	19	Jurkat_500nL_1ng_CH2_E6	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	not available	1	1	Jurkat_500nL_1ng_CH2_E6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH2_F2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_F2	1	20	Jurkat_500nL_1ng_CH2_F2	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-11	1	1	Jurkat_500nL_1ng_CH2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH2_G4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_G4	1	21	Jurkat_500nL_1ng_CH2_G4	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-10	1	1	Jurkat_500nL_1ng_CH2_G4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH2_G6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_G6	1	22	Jurkat_500nL_1ng_CH2_G6	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-13	1	1	Jurkat_500nL_1ng_CH2_G6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH2_I6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_I6	1	23	Jurkat_500nL_1ng_CH2_I6	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-11	1	1	Jurkat_500nL_1ng_CH2_I6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH2_J3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_J3	1	24	Jurkat_500nL_1ng_CH2_J3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-11	1	1	Jurkat_500nL_1ng_CH2_J3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH2_J6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_J6	1	25	Jurkat_500nL_1ng_CH2_J6	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-11	1	1	Jurkat_500nL_1ng_CH2_J6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH2_K6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_K6	1	26	Jurkat_500nL_1ng_CH2_K6	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-13	1	1	Jurkat_500nL_1ng_CH2_K6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH2_L3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_L3	1	27	Jurkat_500nL_1ng_CH2_L3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-12	1	1	Jurkat_500nL_1ng_CH2_L3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH2_L4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_L4	1	28	Jurkat_500nL_1ng_CH2_L4	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-10	1	1	Jurkat_500nL_1ng_CH2_L4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH2_L5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_L5	1	29	Jurkat_500nL_1ng_CH2_L5	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-11	1	1	Jurkat_500nL_1ng_CH2_L5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH2_L6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH2_L6	1	30	Jurkat_500nL_1ng_CH2_L6	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-10	1	1	Jurkat_500nL_1ng_CH2_L6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
QC_HeLa_digest_10ng_BD20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	not applicable	not applicable	not applicable	1	QC_10ng_WWA_CH1_BD20_first	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	QC_HeLa_digest_10ng	2023-03-13	1	1	QC_10ng_WWA_CH1_BD20_first.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
QC_HeLa_digest_10ng_BD20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	not applicable	not applicable	not applicable	1	QC_10ng_WWA_CH1_BD20_third	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	QC_HeLa_digest_10ng	2023-03-13	1	3	QC_10ng_WWA_CH1_BD20_third.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
QC_HeLa_digest_10ng_BD21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	not applicable	not applicable	not applicable	1	QC_10ng_WWA_CH1_BD21_second	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	QC_HeLa_digest_10ng	2023-03-14	1	2	QC_10ng_WWA_CH1_BD21_second.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
QC_HeLa_digest_10ng_BD20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	not applicable	not applicable	not applicable	1	QC_10ng_WWA_CH2_BD20_second	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	QC_HeLa_digest_10ng	2023-03-13	1	2	QC_10ng_WWA_CH2_BD20_second.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
QC_HeLa_digest_10ng_BD21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	not applicable	not applicable	not applicable	1	QC_10ng_WWA_CH2_BD21_first	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	QC_HeLa_digest_10ng	2023-03-14	1	1	QC_10ng_WWA_CH2_BD21_first.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
QC_HeLa_digest_10ng_BD21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	not applicable	not applicable	not applicable	1	QC_10ng_WWA_CH2_BD21_third	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	QC_HeLa_digest_10ng	2023-03-14	1	3	QC_10ng_WWA_CH2_BD21_third.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
QC_HeLa_digest_50ng_BA22	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	not applicable	not applicable	not applicable	1	QC_50ng_WWA_CH1_BA22_second	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	QC_HeLa_digest_50ng	2023-03-09	1	2	QC_50ng_WWA_CH1_BA22_second.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
