source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[treatment]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]	factor value[treatment]
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_13	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	13	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_13	1	not applicable	run 104	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_14	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	14	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_14	1	not applicable	run 105	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_15	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	15	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_15	1	not applicable	run 106	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_16	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	16	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_16	1	not applicable	run 107	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_20c_02	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	1	bulk control	cellenONE	not applicable	20	not applicable	run 108	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_20c_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_20c_03	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	2	bulk control	cellenONE	not applicable	20	not applicable	run 109	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_20c_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_20c_04	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	3	bulk control	cellenONE	not applicable	20	not applicable	run 110	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_20c_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_01	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	1	single cell	cellenONE	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_01	1	CHIR99021	run 111	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	CHIR99021
HeLa-20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_02	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	2	single cell	cellenONE	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_02	1	CHIR99021	run 112	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	CHIR99021
HeLa-20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_03	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	3	single cell	cellenONE	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_03	1	CHIR99021	run 113	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	CHIR99021
HeLa-20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_04	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	4	single cell	cellenONE	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_04	1	CHIR99021	run 114	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	CHIR99021
HeLa-20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_05	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	5	single cell	cellenONE	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_05	1	CHIR99021	run 115	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	CHIR99021
HeLa-20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_06	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	6	single cell	cellenONE	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_06	1	CHIR99021	run 116	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	CHIR99021
HeLa-20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_07	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	7	single cell	cellenONE	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_07	1	CHIR99021	run 117	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	CHIR99021
HeLa-20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_08	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	8	single cell	cellenONE	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_08	1	CHIR99021	run 118	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	CHIR99021
HeLa-20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_09	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	9	single cell	cellenONE	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_09	1	CHIR99021	run 119	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	CHIR99021
HeLa-20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_10	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	10	single cell	cellenONE	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_10	1	CHIR99021	run 120	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	CHIR99021
HeLa-20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_11	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	11	single cell	cellenONE	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_11	1	CHIR99021	run 121	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	CHIR99021
HeLa-20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_12	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	12	single cell	cellenONE	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_12	1	CHIR99021	run 122	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_1c_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	CHIR99021
HeLa-20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_20c_01	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	1	bulk control	cellenONE	not applicable	20	CHIR99021	run 123	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231207_AST5_Evo5_PS_SA_40SPD_DIA_pSILAC_HeLa_CHIR_20c_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	CHIR99021
