source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[pooled sample]	characteristics[treatment]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[dia method]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]
sc_A549_065	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	O17	1	not pooled	not applicable	65	run 85	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_O17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_066	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	O20	1	not pooled	not applicable	66	run 86	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	20	1	1	20231121_DIA_240k_20Th_60ms_FAIMSCV-48_gas3p8_50SPD_SC_A549_O20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_067	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	A23	1	not pooled	not applicable	67	run 87	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_A23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_068	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	A24	1	not pooled	not applicable	68	run 88	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_A24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_069	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	B23	1	not pooled	not applicable	69	run 89	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_B23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_070	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	B24	1	not pooled	not applicable	70	run 90	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_B24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_071	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	C23	1	not pooled	not applicable	71	run 91	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_C23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_072	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	C24	1	not pooled	not applicable	72	run 92	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_C24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_073	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	D23	1	not pooled	not applicable	73	run 93	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_D23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_074	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	D24	1	not pooled	not applicable	74	run 94	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_D24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_075	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	E23	1	not pooled	not applicable	75	run 95	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_E23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_076	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	E24	1	not pooled	not applicable	76	run 96	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_E24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_077	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	F23	1	not pooled	not applicable	77	run 97	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_F23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_078	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	F24	1	not pooled	not applicable	78	run 98	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_F24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_079	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	G23	1	not pooled	not applicable	79	run 99	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_G23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_080	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	G24	1	not pooled	not applicable	80	run 100	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_G24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_081	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	H23	1	not pooled	not applicable	81	run 101	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_H23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_082	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	H24	1	not pooled	not applicable	82	run 102	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_H24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_083	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	I23	1	not pooled	not applicable	83	run 103	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_I23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_084	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	I24	1	not pooled	not applicable	84	run 104	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_I24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_085	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	J23	1	not pooled	not applicable	85	run 105	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_J23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_086	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	J24	1	not pooled	not applicable	86	run 106	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Armadillo_A549_J24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
sc_A549_087	NT=Homo sapiens;AC=NCBITaxon:9606	NT=lung;AC=UBERON:0002048	NT=epithelial cell;AC=CL:0000066	NT=lung adenocarcinoma;AC=MONDO:0005061	NT=A549;AC=EFO:0001086	CVCL_0023	A549	58Y	male	NT=European ancestry;AC=HANCESTRO:0005	RPMI 1640 + 10% FBS	cell	single cell	cellenONE	A1	1	not pooled	not applicable	87	run 107	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	NT=beam-type collision-induced dissociation;AC=MS:1000422	Data-independent acquisition	not available	400	800	40	1	1	20231211_E0_NEO6_15cmAUR3_trap_LFSCP_run58_Evo96_A549_A1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=A549;AC=EFO:0001086
